"date";"country";"rating";"agency";"grade";"outlook"
"2012-06-13";"cyprus";"BB-";"moodys";"non-investment grade speculative";"negative watch"
"2012-03-13";"cyprus";"BB+";"moodys";"non-investment grade speculative";"negative"
"2012-01-27";"cyprus";"BBB-";"fitch";"lower medium grade";"negative"
"2012-01-13";"cyprus";"BB+";"standardPoors";"non-investment grade speculative";"negative"
"2011-11-04";"cyprus";"BBB-";"moodys";"lower medium grade";"negative watch"
"2011-10-27";"cyprus";"BBB";"standardPoors";"lower medium grade";"negative watch"
"2011-08-12";"cyprus";"BBB+";"standardPoors";"lower medium grade";"negative watch"
"2011-08-10";"cyprus";"BBB";"fitch";"lower medium grade";"negative"
"2011-07-29";"cyprus";"BBB+";"standardPoors";"lower medium grade";"negative"
"2011-07-27";"cyprus";"BBB+";"moodys";"lower medium grade";"negative"
"2011-05-31";"cyprus";"A-";"fitch";"upper medium grade";"negative"
"2011-05-16";"cyprus";"A";"moodys";"upper medium grade";"negative watch"
"2011-03-30";"cyprus";"A-";"standardPoors";"upper medium grade";"negative"
"2011-02-24";"cyprus";"A";"moodys";"upper medium grade";"stable"
"2011-01-17";"cyprus";"AA-";"fitch";"high grade";"negative watch"
"2011-01-13";"cyprus";"AA-";"moodys";"high grade";"negative watch"
"2010-11-16";"cyprus";"A";"standardPoors";"upper medium grade";"negative"
"2010-07-21";"cyprus";"A+";"standardPoors";"upper medium grade";"negative watch"
"2008-04-24";"cyprus";"A+";"standardPoors";"upper medium grade";"stable"
"2008-01-03";"cyprus";"AA-";"moodys";"high grade";"stable"
"2007-07-12";"cyprus";"AA-";"fitch";"high grade";"stable"
"2007-07-10";"cyprus";"A+";"moodys";"upper medium grade";"stable"
"2007-05-17";"cyprus";"A";"moodys";"upper medium grade";"positive watch"
"2007-03-29";"cyprus";"A";"standardPoors";"upper medium grade";"positive"
"2003-11-04";"cyprus";"A+";"fitch";"upper medium grade";"positive"
"2002-02-01";"cyprus";"A+";"fitch";"upper medium grade";"stable"
"2001-03-12";"cyprus";"A";"moodys";"upper medium grade";"stable"
"2000-05-30";"cyprus";"A";"moodys";"upper medium grade";"negative"
"1999-12-03";"cyprus";"A";"standardPoors";"upper medium grade";"stable"
"1998-11-09";"cyprus";"A+";"standardPoors";"upper medium grade";"stable"
"1996-02-28";"cyprus";"A";"moodys";"upper medium grade";"stable"
"1994-02-14";"cyprus";"AA-";"standardPoors";"high grade";"stable"
"2022-05-06";"czech-republic";"AA-";"fitch";"high grade";"negative"
"2019-10-04";"czech-republic";"AA-";"moodys";"high grade";"stable"
"2018-08-03";"czech-republic";"AA-";"fitch";"high grade";"stable"
"2018-04-20";"czech-republic";"A+";"moodys";"upper medium grade";"positive"
"2017-09-01";"czech-republic";"A+";"fitch";"upper medium grade";"positive"
"2011-12-13";"czech-republic";"A+";"fitch";"upper medium grade";"stable"
"2011-11-21";"czech-republic";"A+";"fitch";"upper medium grade";"positive"
"2011-08-24";"czech-republic";"AA-";"standardPoors";"high grade";"stable"
"2010-08-10";"czech-republic";"A";"standardPoors";"upper medium grade";"positive"
"2010-06-04";"czech-republic";"A+";"fitch";"upper medium grade";"positive"
"2008-12-08";"czech-republic";"A+";"moodys";"upper medium grade";"stable"
"2008-03-04";"czech-republic";"A+";"fitch";"upper medium grade";"stable"
"2007-10-02";"czech-republic";"A";"standardPoors";"upper medium grade";"stable"
"2006-03-30";"czech-republic";"A+";"moodys";"upper medium grade";"positive"
"2005-11-30";"czech-republic";"A-";"standardPoors";"upper medium grade";"positive"
"2005-08-26";"czech-republic";"A";"fitch";"upper medium grade";"stable"
"2003-06-20";"czech-republic";"A-";"fitch";"upper medium grade";"stable"
"2002-11-12";"czech-republic";"A+";"moodys";"upper medium grade";"stable"
"2000-09-21";"czech-republic";"BBB+";"fitch";"lower medium grade";"stable"
"1998-11-05";"czech-republic";"A-";"standardPoors";"upper medium grade";"stable"
"1997-11-24";"czech-republic";"BBB+";"fitch";"lower medium grade";NA
"1995-11-06";"czech-republic";"A";"standardPoors";"upper medium grade";"stable"
"1995-09-18";"czech-republic";"BBB+";"moodys";"lower medium grade";"stable"
"1995-08-10";"czech-republic";"A-";"fitch";"upper medium grade";NA
"1995-05-02";"czech-republic";"BBB";"moodys";"lower medium grade";"positive watch"
"1994-07-18";"czech-republic";"BBB+";"standardPoors";"lower medium grade";"positive"
"1994-05-25";"czech-republic";"BBB";"moodys";"lower medium grade";"stable"
"1993-07-28";"czech-republic";"BBB";"standardPoors";"lower medium grade";"positive"
"1993-03-10";"czech-republic";"BBB-";"moodys";"lower medium grade";"stable"
"2012-09-20";"denmark";"AAA";"dbrs";"prime";"stable"
"2003-11-10";"denmark";"AAA";"fitch";"prime";"stable"
"2002-11-05";"denmark";"AA+";"fitch";"high grade";"stable"
"2001-02-27";"denmark";"AAA";"standardPoors";"prime";"stable"
"2000-09-29";"denmark";"AA+";"fitch";"high grade";"stable"
"2000-09-21";"denmark";"AA+";"fitch";"high grade";"positive"
"1999-08-23";"denmark";"AAA";"moodys";"prime";"stable"
"1999-02-10";"denmark";"AA+";"moodys";"high grade";"positive"
"1998-05-13";"denmark";"AA+";"standardPoors";"high grade";"positive"
"1994-08-10";"denmark";"AA+";"fitch";"high grade";NA
"1991-10-08";"denmark";"AA+";"standardPoors";"high grade";"stable"
"1990-05-01";"denmark";"AA";"standardPoors";"high grade";"positive"
"1989-06-26";"denmark";"AA";"standardPoors";"high grade";"stable"
"1987-03-16";"denmark";"AA";"standardPoors";"high grade";NA
"1986-08-15";"denmark";"AA+";"moodys";"high grade";"stable"
"1983-01-06";"denmark";"AA+";"standardPoors";"high grade";NA
"1981-03-01";"denmark";"AAA";"standardPoors";"prime";NA
"1967-09-06";"denmark";"AA";"moodys";"high grade";"stable"
"2021-12-08";"dominican-republic";"BB-";"fitch";"non-investment grade speculative";"stable"
"2021-12-02";"dominican-republic";"BB-";"standardPoors";"non-investment grade speculative";"stable"
"2020-05-08";"dominican-republic";"BB-";"fitch";"non-investment grade speculative";"negative"
"2020-04-16";"dominican-republic";"BB-";"standardPoors";"non-investment grade speculative";"negative"
"2017-07-20";"dominican-republic";"BB-";"moodys";"non-investment grade speculative";"stable"
"2016-11-18";"dominican-republic";"BB-";"fitch";"non-investment grade speculative";"stable"
"2016-06-30";"dominican-republic";"B+";"moodys";"highly speculative";"positive"
"2015-12-01";"dominican-republic";"B+";"fitch";"highly speculative";"positive"
"2015-05-20";"dominican-republic";"BB-";"standardPoors";"non-investment grade speculative";"stable"
"2014-11-21";"dominican-republic";"B+";"fitch";"highly speculative";"stable"
"2012-12-11";"dominican-republic";"B";"fitch";"highly speculative";"stable"
"2011-06-13";"dominican-republic";"B+";"standardPoors";"highly speculative";"stable"
"2011-01-05";"dominican-republic";"B";"fitch";"highly speculative";"positive"
"2010-04-22";"dominican-republic";"B+";"moodys";"highly speculative";"stable"
"2008-09-25";"dominican-republic";"B";"fitch";"highly speculative";"stable"
"2007-05-02";"dominican-republic";"B";"moodys";"highly speculative";"stable"
"2006-10-18";"dominican-republic";"B-";"moodys";"highly speculative";"under review"
"2006-09-26";"dominican-republic";"B";"fitch";"highly speculative";"positive"
"2006-05-05";"dominican-republic";"B";"fitch";"highly speculative";"stable"
"2005-07-19";"dominican-republic";"B-";"fitch";"highly speculative";"stable"
"2005-05-24";"dominican-republic";"B-";"moodys";"highly speculative";"stable"
"2005-05-05";"dominican-republic";"DDD";"fitch";"in default";NA
"2005-04-21";"dominican-republic";"C";"fitch";NA;"negative watch"
"2004-01-30";"dominican-republic";"CCC+";"fitch";"substantial risks";"negative watch"
"2004-01-30";"dominican-republic";"B-";"moodys";"highly speculative";"negative"
"2003-11-10";"dominican-republic";"B";"moodys";"highly speculative";"negative"
"2003-10-24";"dominican-republic";"B";"fitch";"highly speculative";"negative watch"
"2003-10-08";"dominican-republic";"B+";"fitch";"highly speculative";"negative watch"
"2003-10-07";"dominican-republic";"B+";"moodys";"highly speculative";"stable"
"2003-08-11";"dominican-republic";"B+";"fitch";"highly speculative";"stable"
"2003-06-30";"dominican-republic";"BB";"moodys";"non-investment grade speculative";"negative"
"2001-08-29";"dominican-republic";"BB";"moodys";"non-investment grade speculative";"stable"
"2001-05-21";"dominican-republic";"B+";"moodys";"highly speculative";"positive"
"1997-05-30";"dominican-republic";"B+";"moodys";"highly speculative";"stable"
"2021-02-26";"ecuador";"CCC-";"moodys";"substantial risks";"stable"
"2020-09-03";"ecuador";"B-";"fitch";"highly speculative";"stable"
"2020-09-01";"ecuador";"B-";"standardPoors";"highly speculative";"stable"
"2020-04-20";"ecuador";"RD";"fitch";"In default with little prospect for recovery";NA
"2020-04-13";"ecuador";"SD";"standardPoors";"In default with little prospect for recovery";NA
"2020-04-09";"ecuador";"C";"fitch";NA;NA
"2020-04-03";"ecuador";"CCC-";"moodys";"substantial risks";"negative"
"2020-03-25";"ecuador";"CCC-";"standardPoors";"substantial risks";"negative watch"
"2020-03-24";"ecuador";"CC";"fitch";"extremely speculative";NA
"2020-03-19";"ecuador";"CCC";"fitch";"substantial risks";NA
"2020-02-06";"ecuador";"CCC+";"moodys";"substantial risks";"stable"
"2019-08-21";"ecuador";"B-";"fitch";"highly speculative";"stable"
"2019-01-10";"ecuador";"B-";"fitch";"highly speculative";"negative"
"2018-12-12";"ecuador";"B-";"moodys";"highly speculative";"negative"
"2018-08-17";"ecuador";"B-";"fitch";"highly speculative";"stable"
"2017-06-29";"ecuador";"B-";"standardPoors";"highly speculative";"stable"
"2016-08-25";"ecuador";"B";"fitch";"highly speculative";"negative"
"2015-08-12";"ecuador";"B";"standardPoors";"highly speculative";"stable"
"2014-12-19";"ecuador";"B-";"moodys";"highly speculative";"stable"
"2014-08-20";"ecuador";"B+";"standardPoors";"highly speculative";"stable"
"2013-10-18";"ecuador";"B";"fitch";"highly speculative";"stable"
"2013-08-06";"ecuador";"B";"standardPoors";"highly speculative";"positive"
"2012-10-24";"ecuador";"B-";"fitch";"highly speculative";"positive"
"2012-09-13";"ecuador";"CCC+";"moodys";"substantial risks";"stable"
"2012-06-07";"ecuador";"B";"standardPoors";"highly speculative";"stable"
"2011-08-04";"ecuador";"B-";"standardPoors";"highly speculative";"positive"
"2011-02-01";"ecuador";"CCC";"moodys";"substantial risks";"stable"
"2010-11-05";"ecuador";"B-";"fitch";"highly speculative";"stable"
"2010-08-02";"ecuador";"B-";"standardPoors";"highly speculative";"stable"
"2009-09-24";"ecuador";"CCC-";"moodys";"substantial risks";"stable"
"2009-09-04";"ecuador";"CCC";"fitch";"substantial risks";"stable"
"2009-06-15";"ecuador";"CCC+";"standardPoors";"substantial risks";"stable"
"2008-12-16";"ecuador";"CC";"moodys";"extremely speculative";"stable"
"2008-12-15";"ecuador";"SD";"standardPoors";"In default with little prospect for recovery";NA
"2008-12-15";"ecuador";"RD";"fitch";"In default with little prospect for recovery";NA
"2008-11-17";"ecuador";"CCC";"fitch";"substantial risks";"negative watch"
"2008-11-14";"ecuador";"CCC+";"moodys";"substantial risks";"negative watch"
"2008-11-14";"ecuador";"CCC-";"standardPoors";"substantial risks";"negative watch"
"2008-11-14";"ecuador";"CCC+";"moodys";"substantial risks";"stable"
"2008-03-20";"ecuador";"B-";"moodys";"highly speculative";"stable"
"2007-11-20";"ecuador";"B-";"standardPoors";"highly speculative";"stable"
"2007-10-30";"ecuador";"CCC";"fitch";"substantial risks";"stable"
"2007-01-30";"ecuador";"CCC";"moodys";"substantial risks";"negative"
"2007-01-23";"ecuador";"CCC";"fitch";"substantial risks";"negative watch"
"2007-01-19";"ecuador";"CCC";"standardPoors";"substantial risks";"negative"
"2007-01-08";"ecuador";"CCC+";"moodys";"substantial risks";"stable"
"2006-01-30";"ecuador";"CCC+";"moodys";"substantial risks";"positive"
"2005-10-04";"ecuador";"CCC+";"standardPoors";"substantial risks";"stable"
"2005-08-29";"ecuador";"B-";"fitch";"highly speculative";"negative"
"2005-08-23";"ecuador";"CCC+";"standardPoors";"substantial risks";"negative watch"
"2005-06-20";"ecuador";"CCC+";"standardPoors";"substantial risks";"stable"
"2005-04-21";"ecuador";"B-";"standardPoors";"highly speculative";"negative watch"
"2005-01-24";"ecuador";"B-";"standardPoors";"highly speculative";"stable"
"2004-10-07";"ecuador";"B-";"fitch";"highly speculative";"stable"
"2004-02-24";"ecuador";"CCC+";"moodys";"substantial risks";"stable"
"2003-09-26";"ecuador";"CCC+";"fitch";"substantial risks";"stable"
"2003-09-18";"ecuador";"CCC+";"standardPoors";"substantial risks";"stable"
"2003-03-24";"ecuador";"CCC+";"fitch";"substantial risks";"positive"
"2003-02-05";"ecuador";"CCC+";"standardPoors";"substantial risks";"positive"
"2002-11-08";"ecuador";"CCC+";"fitch";"substantial risks";"stable"
"2001-12-04";"ecuador";"CCC+";"standardPoors";"substantial risks";"stable"
"2001-04-02";"ecuador";"CCC+";"standardPoors";"substantial risks";"negative"
"2000-08-25";"ecuador";"B-";"standardPoors";"highly speculative";"stable"
"2000-08-01";"ecuador";"SD";"standardPoors";"In default with little prospect for recovery";NA
"2000-07-31";"ecuador";"SD";"standardPoors";"In default with little prospect for recovery";NA
"1999-10-05";"ecuador";"CCC";"moodys";"substantial risks";"stable"
"1998-09-14";"ecuador";"B-";"moodys";"highly speculative";"negative"
"1998-06-08";"ecuador";"B+";"moodys";"highly speculative";"negative watch"
"1998-04-17";"ecuador";"B+";"moodys";"highly speculative";"negative"
"1997-07-24";"ecuador";"B+";"moodys";"highly speculative";"stable"
"2019-04-17";"egypt";"B";"moodys";"highly speculative";"stable"
"2019-03-21";"egypt";"B+";"fitch";"highly speculative";"stable"
"2018-08-28";"egypt";"B-";"moodys";"highly speculative";"positive"
"2018-05-11";"egypt";"B";"standardPoors";"highly speculative";"stable"
"2018-01-16";"egypt";"B";"fitch";"highly speculative";"positive"
"2017-11-10";"egypt";"B-";"standardPoors";"highly speculative";"positive"
"2016-11-11";"egypt";"B-";"standardPoors";"highly speculative";"stable"
"2016-05-13";"egypt";"B-";"standardPoors";"highly speculative";"negative"
"2015-11-13";"egypt";"B-";"standardPoors";"highly speculative";"stable"
"2015-05-15";"egypt";"B-";"standardPoors";"highly speculative";"positive"
"2015-04-07";"egypt";"B-";"moodys";"highly speculative";"stable"
"2014-12-19";"egypt";"B";"fitch";"highly speculative";"stable"
"2014-12-19";"egypt";"B";"fitch";"highly speculative";"stable"
"2014-10-20";"egypt";"CCC+";"moodys";"substantial risks";"stable"
"2014-01-03";"egypt";"B-";"fitch";"highly speculative";"stable"
"2013-11-15";"egypt";"B-";"standardPoors";"highly speculative";"stable"
"2013-07-05";"egypt";"B-";"fitch";"highly speculative";"negative"
"2013-05-09";"egypt";"CCC+";"standardPoors";"substantial risks";"stable"
"2013-03-21";"egypt";"CCC+";"moodys";"substantial risks";"negative"
"2013-01-30";"egypt";"B";"fitch";"highly speculative";"negative"
"2013-01-18";"egypt";"B";"moodys";"highly speculative";"negative watch"
"2013-01-12";"egypt";"B-";"moodys";"highly speculative";"negative"
"2012-12-24";"egypt";"B-";"standardPoors";"highly speculative";"negative"
"2012-08-23";"egypt";"B";"standardPoors";"highly speculative";"negative"
"2012-06-25";"egypt";"B";"standardPoors";"highly speculative";"negative watch"
"2012-06-15";"egypt";"B+";"fitch";"highly speculative";"negative"
"2012-02-10";"egypt";"B";"standardPoors";"highly speculative";"negative"
"2011-12-30";"egypt";"BB-";"fitch";"non-investment grade speculative";"negative"
"2011-12-21";"egypt";"B";"moodys";"highly speculative";"negative watch"
"2011-11-24";"egypt";"B+";"standardPoors";"highly speculative";"negative"
"2011-10-27";"egypt";"B+";"moodys";"highly speculative";"negative"
"2011-10-18";"egypt";"BB-";"standardPoors";"non-investment grade speculative";"negative"
"2011-03-16";"egypt";"BB-";"moodys";"non-investment grade speculative";"negative"
"2011-03-10";"egypt";"BB";"standardPoors";"non-investment grade speculative";"negative"
"2011-02-03";"egypt";"BB";"fitch";"non-investment grade speculative";"negative watch"
"2011-02-01";"egypt";"BB";"standardPoors";"non-investment grade speculative";"negative watch"
"2011-01-31";"egypt";"BB";"moodys";"non-investment grade speculative";"negative"
"2011-01-28";"egypt";"BB+";"fitch";"non-investment grade speculative";"negative"
"2009-08-19";"egypt";"BB+";"moodys";"non-investment grade speculative";"stable"
"2008-08-18";"egypt";"BB+";"fitch";"non-investment grade speculative";"stable"
"2008-06-23";"egypt";"BB+";"moodys";"non-investment grade speculative";"negative"
"2007-06-18";"egypt";"BB+";"fitch";"non-investment grade speculative";"positive"
"2005-03-14";"egypt";"BB+";"standardPoors";"non-investment grade speculative";"stable"
"2003-11-15";"egypt";"BB+";"moodys";"non-investment grade speculative";"stable"
"2003-08-22";"egypt";"BB+";"standardPoors";"non-investment grade speculative";"negative"
"2002-08-21";"egypt";"BB+";"fitch";"non-investment grade speculative";"stable"
"2002-05-22";"egypt";"BB+";"standardPoors";"non-investment grade speculative";"stable"
"2002-01-22";"egypt";"BBB-";"fitch";"lower medium grade";"negative"
"2001-11-07";"egypt";"BB+";"moodys";"non-investment grade speculative";"negative"
"2000-09-21";"egypt";"BBB-";"fitch";"lower medium grade";"stable"
"2000-07-03";"egypt";"BBB-";"standardPoors";"lower medium grade";"negative"
"1997-11-14";"egypt";"BB+";"moodys";"non-investment grade speculative";"stable"
"1997-10-01";"egypt";"BB";"moodys";"non-investment grade speculative";"positive watch"
"1997-10-01";"egypt";"BB";"moodys";"non-investment grade speculative";"positive"
"1997-08-19";"egypt";"BBB-";"fitch";"lower medium grade";NA
"1997-01-15";"egypt";"BBB-";"standardPoors";"lower medium grade";"stable"
"1996-10-09";"egypt";"BB";"moodys";"non-investment grade speculative";"stable"
"2022-05-04";"el-salvador";"CCC-";"moodys";"substantial risks";"negative"
"2022-02-09";"el-salvador";"CCC";"fitch";"substantial risks";NA
"2021-10-21";"el-salvador";"B-";"standardPoors";"highly speculative";"negative"
"2021-07-30";"el-salvador";"CCC+";"moodys";"substantial risks";"negative"
"2021-02-05";"el-salvador";"B-";"moodys";"highly speculative";"negative"
"2020-11-16";"el-salvador";"B-";"moodys";"highly speculative";"under review"
"2020-04-30";"el-salvador";"B-";"fitch";"highly speculative";"negative"
"2020-03-12";"el-salvador";"B-";"moodys";"highly speculative";"positive"
"2018-12-28";"el-salvador";"B-";"standardPoors";"highly speculative";"stable"
"2018-02-23";"el-salvador";"B-";"moodys";"highly speculative";"stable"
"2017-12-14";"el-salvador";"CCC+";"standardPoors";"substantial risks";"positive"
"2017-10-06";"el-salvador";"B-";"fitch";"highly speculative";"stable"
"2017-10-03";"el-salvador";"CCC+";"standardPoors";"substantial risks";"stable"
"2017-10-02";"el-salvador";"SD";"standardPoors";"In default with little prospect for recovery";NA
"2017-05-05";"el-salvador";"CC";"standardPoors";"extremely speculative";"negative"
"2017-04-20";"el-salvador";"SD";"standardPoors";"In default with little prospect for recovery";NA
"2017-04-13";"el-salvador";"CCC+";"moodys";"substantial risks";"stable"
"2017-04-11";"el-salvador";"CCC-";"standardPoors";"substantial risks";"negative watch"
"2017-04-10";"el-salvador";"CCC";"fitch";"substantial risks";NA
"2017-02-01";"el-salvador";"B";"fitch";"highly speculative";"negative"
"2016-12-08";"el-salvador";"B-";"standardPoors";"highly speculative";"negative"
"2016-11-07";"el-salvador";"B-";"moodys";"highly speculative";"negative"
"2016-10-13";"el-salvador";"B";"standardPoors";"highly speculative";"negative watch"
"2016-10-06";"el-salvador";"B+";"standardPoors";"highly speculative";"negative watch"
"2016-08-11";"el-salvador";"B+";"moodys";"highly speculative";"negative watch"
"2015-11-19";"el-salvador";"BB-";"moodys";"non-investment grade speculative";"negative"
"2015-07-09";"el-salvador";"B+";"fitch";"highly speculative";"stable"
"2014-12-22";"el-salvador";"B+";"standardPoors";"highly speculative";"stable"
"2013-07-16";"el-salvador";"BB-";"fitch";"non-investment grade speculative";"negative"
"2013-07-16";"el-salvador";"BB-";"fitch";"non-investment grade speculative";"stable"
"2012-12-21";"el-salvador";"BB-";"standardPoors";"non-investment grade speculative";"negative"
"2012-11-05";"el-salvador";"BB-";"moodys";"non-investment grade speculative";"stable"
"2012-07-24";"el-salvador";"BB";"fitch";"non-investment grade speculative";"negative"
"2011-07-29";"el-salvador";"BB";"fitch";"non-investment grade speculative";"stable"
"2011-03-24";"el-salvador";"BB";"moodys";"non-investment grade speculative";"stable"
"2011-01-14";"el-salvador";"BB-";"standardPoors";"non-investment grade speculative";"stable"
"2009-11-15";"el-salvador";"BB+";"moodys";"non-investment grade speculative";"negative"
"2009-09-14";"el-salvador";"BBB-";"moodys";"lower medium grade";"negative watch"
"2009-06-18";"el-salvador";"BB";"fitch";"non-investment grade speculative";"negative"
"2009-05-12";"el-salvador";"BB";"standardPoors";"non-investment grade speculative";"stable"
"2008-10-13";"el-salvador";"BB+";"fitch";"non-investment grade speculative";"negative"
"2008-09-17";"el-salvador";"BB+";"standardPoors";"non-investment grade speculative";"negative"
"2005-01-31";"el-salvador";"BB+";"fitch";"non-investment grade speculative";"stable"
"2003-10-07";"el-salvador";"BBB-";"moodys";"lower medium grade";"negative watch"
"2002-08-21";"el-salvador";"BB+";"fitch";"non-investment grade speculative";"negative"
"2000-09-21";"el-salvador";"BB+";"fitch";"non-investment grade speculative";"stable"
"1999-04-29";"el-salvador";"BB+";"standardPoors";"non-investment grade speculative";"stable"
"1998-05-05";"el-salvador";"BB+";"fitch";"non-investment grade speculative";NA
"1997-07-07";"el-salvador";"BBB-";"moodys";"lower medium grade";"stable"
"1996-09-23";"el-salvador";"BB";"fitch";"non-investment grade speculative";NA
"1996-08-26";"el-salvador";"BB";"standardPoors";"non-investment grade speculative";"positive"
"2022-03-31";"estonia";"AA-";"standardPoors";"high grade";"stable"
"2021-08-20";"estonia";"AA-";"standardPoors";"high grade";"positive"
"2020-08-21";"estonia";"AA-";"standardPoors";"high grade";"stable"
"2020-02-28";"estonia";"AA-";"standardPoors";"high grade";"positive"
"2018-10-05";"estonia";"AA-";"fitch";"high grade";"stable"
"2017-11-10";"estonia";"A+";"fitch";"upper medium grade";"positive"
"2017-07-14";"estonia";"AA-";"dbrs";"high grade";"stable"
"2012-10-19";"estonia";"AA-";"standardPoors";"high grade";"stable"
"2012-01-13";"estonia";"AA-";"standardPoors";"high grade";"negative"
"2011-12-05";"estonia";"AA-";"standardPoors";"high grade";"negative watch"
"2011-11-21";"estonia";"A+";"fitch";"upper medium grade";"stable"
"2011-08-09";"estonia";"AA-";"standardPoors";"high grade";"stable"
"2011-07-05";"estonia";"A+";"fitch";"upper medium grade";"stable"
"2011-04-21";"estonia";"A";"standardPoors";"upper medium grade";"positive"
"2010-07-19";"estonia";"A";"fitch";"upper medium grade";"stable"
"2010-06-10";"estonia";"A";"standardPoors";"upper medium grade";"stable"
"2010-03-31";"estonia";"A+";"moodys";"upper medium grade";"stable"
"2010-03-30";"estonia";"BBB+";"fitch";"lower medium grade";"positive watch"
"2010-02-11";"estonia";"A-";"standardPoors";"upper medium grade";"stable"
"2010-02-05";"estonia";"BBB+";"fitch";"lower medium grade";"stable"
"2009-08-10";"estonia";"A-";"standardPoors";"upper medium grade";"negative"
"2009-04-21";"estonia";"A";"standardPoors";"upper medium grade";"negative"
"2009-04-08";"estonia";"BBB+";"fitch";"lower medium grade";"negative"
"2009-02-24";"estonia";"A";"standardPoors";"upper medium grade";"negative watch"
"2009-02-10";"estonia";"A+";"moodys";"upper medium grade";"negative watch"
"2008-11-07";"estonia";"A+";"moodys";"upper medium grade";"negative"
"2008-10-03";"estonia";"A-";"fitch";"upper medium grade";"negative"
"2008-01-31";"estonia";"A";"fitch";"upper medium grade";"negative"
"2007-09-12";"estonia";"A+";"moodys";"upper medium grade";"stable"
"2007-07-02";"estonia";"A";"standardPoors";"upper medium grade";"negative"
"2006-08-31";"estonia";"A";"fitch";"upper medium grade";"stable"
"2006-07-17";"estonia";"A";"standardPoors";"upper medium grade";"stable"
"2006-03-09";"estonia";"A+";"moodys";"upper medium grade";"positive"
"2005-07-21";"estonia";"A";"standardPoors";"upper medium grade";"positive"
"2004-11-17";"estonia";"A";"standardPoors";"upper medium grade";"stable"
"2004-07-07";"estonia";"A";"fitch";"upper medium grade";"positive"
"2003-12-18";"estonia";"A-";"standardPoors";"upper medium grade";"positive"
"2003-10-22";"estonia";"A-";"fitch";"upper medium grade";"positive"
"2002-11-12";"estonia";"A+";"moodys";"upper medium grade";"stable"
"2001-11-20";"estonia";"A-";"standardPoors";"upper medium grade";"stable"
"2001-08-30";"estonia";"A-";"fitch";"upper medium grade";"stable"
"2001-07-30";"estonia";"BBB+";"fitch";"lower medium grade";"positive watch"
"2000-12-22";"estonia";"BBB+";"standardPoors";"lower medium grade";"positive"
"2000-09-28";"estonia";"BBB+";"fitch";"lower medium grade";"stable"
"2000-08-07";"estonia";"BBB";"fitch";"lower medium grade";"positive watch"
"1997-12-11";"estonia";"BBB+";"standardPoors";"lower medium grade";"stable"
"1997-09-11";"estonia";"BBB";"fitch";"lower medium grade";NA
"1997-09-11";"estonia";"BBB+";"moodys";"lower medium grade";"stable"
"2021-11-10";"ethiopia";"CCC";"standardPoors";"substantial risks";"negative"
"2021-10-20";"ethiopia";"CCC";"moodys";"substantial risks";"negative"
"2021-09-24";"ethiopia";"CCC+";"standardPoors";"substantial risks";"negative"
"2021-05-17";"ethiopia";"CCC+";"moodys";"substantial risks";"under review"
"2021-03-10";"ethiopia";"B";"moodys";"highly speculative";"under review"
"2021-02-12";"ethiopia";"B-";"standardPoors";"highly speculative";"negative watch"
"2021-02-09";"ethiopia";"CCC";"fitch";"substantial risks";NA
"2020-08-07";"ethiopia";"B";"moodys";"highly speculative";"negative"
"2020-05-07";"ethiopia";"B";"moodys";"highly speculative";"under review"
"2020-04-10";"ethiopia";"B";"standardPoors";"highly speculative";"negative"
"2019-10-01";"ethiopia";"B";"fitch";"highly speculative";"negative"
"2019-09-20";"ethiopia";"B+";"moodys";"highly speculative";"negative"
"2014-05-09";"ethiopia";"B";"standardPoors";"highly speculative";"stable"
"2014-05-09";"ethiopia";"B+";"moodys";"highly speculative";"stable"
"2014-05-09";"ethiopia";"B";"fitch";"highly speculative";"stable"
"2016-06-30";"european-union";"AA";"standardPoors";"high grade";"stable"
"2015-08-03";"european-union";"AA+";"standardPoors";"high grade";"negative"
"2014-07-11";"european-union";"AAA";"dbrs";"prime";"stable"
"2014-03-14";"european-union";"AAA";"moodys";"prime";"stable"
"2013-12-20";"european-union";"AA+";"standardPoors";"high grade";"stable"
"2013-12-20";"european-union";"AA+";"standardPoors";"high grade";"stable"
"2012-01-20";"european-union";"AAA";"standardPoors";"prime";"negative"
"2011-12-07";"european-union";"AAA";"standardPoors";"prime";"negative watch"
"2010-02-05";"european-union";"AAA";"fitch";"prime";"stable"
"1990-04-11";"european-union";"AAA";"standardPoors";"prime";"stable"
"1976-09-16";"european-union";"AAA";"standardPoors";"prime";NA
"2021-09-22";"fiji";"B+";"standardPoors";"highly speculative";"stable"
"2021-04-20";"fiji";"B+";"moodys";"highly speculative";"negative"
"2020-06-29";"fiji";"BB-";"moodys";"non-investment grade speculative";"negative"
"2020-06-18";"fiji";"BB-";"standardPoors";"non-investment grade speculative";"negative"
"2019-08-22";"fiji";"BB-";"standardPoors";"non-investment grade speculative";"stable"
"2017-09-06";"fiji";"BB-";"moodys";"non-investment grade speculative";"stable"
"2016-06-05";"fiji";"B+";"moodys";"highly speculative";"positive"
"2015-05-01";"fiji";"B+";"standardPoors";"highly speculative";"stable"
"2014-04-24";"fiji";"B";"standardPoors";"highly speculative";"positive"
"2013-02-13";"fiji";"B+";"moodys";"highly speculative";"stable"
"2011-08-04";"fiji";"B";"standardPoors";"highly speculative";"stable"
"2011-02-18";"fiji";"B-";"standardPoors";"highly speculative";"positive"
