"date";"country";"rating";"agency";"grade";"outlook"
"2007-05-09";"turkey";"BB-";"fitch";"non-investment grade speculative";"stable"
"2006-06-27";"turkey";"BB-";"standardPoors";"non-investment grade speculative";"stable"
"2006-01-23";"turkey";"BB-";"standardPoors";"non-investment grade speculative";"positive"
"2005-12-14";"turkey";"BB-";"moodys";"non-investment grade speculative";"stable"
"2005-12-06";"turkey";"BB-";"fitch";"non-investment grade speculative";"positive"
"2005-02-11";"turkey";"B+";"moodys";"highly speculative";"positive"
"2005-01-13";"turkey";"BB-";"fitch";"non-investment grade speculative";"stable"
"2004-08-25";"turkey";"B+";"fitch";"highly speculative";"positive"
"2004-08-17";"turkey";"BB-";"standardPoors";"non-investment grade speculative";"stable"
"2004-03-08";"turkey";"B+";"standardPoors";"highly speculative";"positive"
"2004-02-09";"turkey";"B+";"fitch";"highly speculative";"stable"
"2003-10-21";"turkey";"B+";"moodys";"highly speculative";"stable"
"2003-10-16";"turkey";"B+";"standardPoors";"highly speculative";"stable"
"2003-09-25";"turkey";"B";"fitch";"highly speculative";"positive"
"2003-08-06";"turkey";"B-";"fitch";"highly speculative";"positive"
"2003-07-28";"turkey";"B";"standardPoors";"highly speculative";"stable"
"2003-03-25";"turkey";"B-";"fitch";"highly speculative";"negative"
"2002-11-07";"turkey";"B-";"standardPoors";"highly speculative";"stable"
"2002-07-10";"turkey";"B+";"moodys";"highly speculative";"negative"
"2002-07-09";"turkey";"B-";"standardPoors";"highly speculative";"negative"
"2002-06-26";"turkey";"B-";"standardPoors";"highly speculative";"stable"
"2002-02-05";"turkey";"B";"fitch";"highly speculative";"stable"
"2002-01-29";"turkey";"B-";"standardPoors";"highly speculative";"positive"
"2002-01-15";"turkey";"B+";"moodys";"highly speculative";"stable"
"2001-11-30";"turkey";"B-";"standardPoors";"highly speculative";"stable"
"2001-08-02";"turkey";"B";"fitch";"highly speculative";"negative"
"2001-07-11";"turkey";"B-";"standardPoors";"highly speculative";"negative"
"2001-04-27";"turkey";"B-";"standardPoors";"highly speculative";"stable"
"2001-04-17";"turkey";"B-";"standardPoors";"highly speculative";"negative watch"
"2001-04-06";"turkey";"B+";"moodys";"highly speculative";"negative"
"2001-04-02";"turkey";"B+";"fitch";"highly speculative";"negative watch"
"2001-02-23";"turkey";"B";"standardPoors";"highly speculative";"negative watch"
"2001-02-22";"turkey";"BB-";"fitch";"non-investment grade speculative";"negative watch"
"2001-02-21";"turkey";"B+";"moodys";"highly speculative";"stable"
"2001-02-21";"turkey";"B+";"standardPoors";"highly speculative";"negative watch"
"2000-12-05";"turkey";"B+";"standardPoors";"highly speculative";"stable"
"2000-09-21";"turkey";"BB-";"fitch";"non-investment grade speculative";"stable"
"2000-09-21";"turkey";"BB-";"fitch";"non-investment grade speculative";"stable"
"2000-07-24";"turkey";"B+";"moodys";"highly speculative";"positive watch"
"2000-04-27";"turkey";"BB-";"fitch";"non-investment grade speculative";NA
"2000-04-25";"turkey";"B+";"standardPoors";"highly speculative";"positive"
"2000-04-10";"turkey";"B+";"fitch";"highly speculative";"positive watch"
"1999-12-10";"turkey";"B";"standardPoors";"highly speculative";"positive"
"1999-11-30";"turkey";"B+";"moodys";"highly speculative";"positive"
"1999-01-21";"turkey";"B";"standardPoors";"highly speculative";"stable"
"1998-08-11";"turkey";"B";"standardPoors";"highly speculative";"positive"
"1997-03-13";"turkey";"B+";"moodys";"highly speculative";"stable"
"1997-01-09";"turkey";"BB-";"moodys";"non-investment grade speculative";"negative watch"
"1996-12-20";"turkey";"B+";"fitch";"highly speculative";NA
"1996-12-13";"turkey";"B";"standardPoors";"highly speculative";"stable"
"1996-07-29";"turkey";"BB-";"fitch";"non-investment grade speculative";"negative watch"
"1996-07-17";"turkey";"B+";"standardPoors";"highly speculative";"negative watch"
"1995-10-18";"turkey";"B+";"standardPoors";"highly speculative";"stable"
"1995-09-26";"turkey";"BB-";"fitch";"non-investment grade speculative";NA
"1995-07-24";"turkey";"B+";"standardPoors";"highly speculative";"positive"
"2021-08-19";"turkmenistan";"B+";"fitch";"highly speculative";"stable"
"2020-06-24";"uganda";"B+";"fitch";"highly speculative";"negative"
"2016-11-18";"uganda";"B";"moodys";"highly speculative";"stable"
"2016-04-20";"uganda";"B+";"moodys";"highly speculative";"negative"
"2015-02-13";"uganda";"B+";"fitch";"highly speculative";"stable"
"2014-01-17";"uganda";"B";"standardPoors";"highly speculative";"stable"
"2013-12-20";"uganda";"B+";"moodys";"highly speculative";"stable"
"2013-09-05";"uganda";"B";"fitch";"highly speculative";"positive"
"2012-12-11";"uganda";"B+";"standardPoors";"highly speculative";"negative"
"2011-10-07";"uganda";"B";"fitch";"highly speculative";"stable"
"2009-08-19";"uganda";"B";"fitch";"highly speculative";"positive"
"2008-12-09";"uganda";"B+";"standardPoors";"highly speculative";"stable"
"2005-03-17";"uganda";"B";"fitch";"highly speculative";"stable"
"2022-03-04";"ukraine";"CCC";"moodys";"substantial risks";"under review"
"2022-02-26";"ukraine";"B-";"standardPoors";"highly speculative";"negative watch"
"2022-02-26";"ukraine";"CCC";"fitch";"substantial risks";NA
"2022-02-25";"ukraine";"B-";"moodys";"highly speculative";"under review"
"2022-02-04";"ukraine";"B";"fitch";"highly speculative";"stable"
"2021-08-06";"ukraine";"B";"fitch";"highly speculative";"positive"
"2020-06-12";"ukraine";"B-";"moodys";"highly speculative";"stable"
"2020-04-22";"ukraine";"B";"fitch";"highly speculative";"stable"
"2019-11-22";"ukraine";"CCC+";"moodys";"substantial risks";"positive"
"2019-09-27";"ukraine";"B";"standardPoors";"highly speculative";"stable"
"2019-09-06";"ukraine";"B";"fitch";"highly speculative";"positive"
"2018-12-21";"ukraine";"CCC+";"moodys";"substantial risks";"stable"
"2017-08-25";"ukraine";"CCC";"moodys";"substantial risks";"positive"
"2016-11-11";"ukraine";"B-";"fitch";"highly speculative";"stable"
"2015-11-19";"ukraine";"CCC-";"moodys";"substantial risks";"stable"
"2015-11-18";"ukraine";"CCC";"fitch";"substantial risks";NA
"2015-10-19";"ukraine";"B-";"standardPoors";"highly speculative";"stable"
"2015-10-06";"ukraine";"RD";"fitch";"In default with little prospect for recovery";NA
"2015-09-25";"ukraine";"SD";"standardPoors";"In default with little prospect for recovery";NA
"2015-08-27";"ukraine";"C";"fitch";NA;NA
"2015-04-10";"ukraine";"CC";"standardPoors";"extremely speculative";"negative"
"2015-03-24";"ukraine";"CC";"moodys";"extremely speculative";"negative"
"2015-02-13";"ukraine";"CC";"fitch";"extremely speculative";NA
"2014-12-19";"ukraine";"CCC-";"standardPoors";"substantial risks";"negative"
"2014-07-11";"ukraine";"CCC";"standardPoors";"substantial risks";"stable"
"2014-04-04";"ukraine";"CCC-";"moodys";"substantial risks";"negative"
"2014-02-21";"ukraine";"CCC";"standardPoors";"substantial risks";"negative"
"2014-02-07";"ukraine";"CCC";"fitch";"substantial risks";NA
"2014-01-31";"ukraine";"CCC";"moodys";"substantial risks";"negative"
"2014-01-28";"ukraine";"CCC+";"standardPoors";"substantial risks";"negative"
"2013-12-26";"ukraine";"B-";"standardPoors";"highly speculative";"stable"
"2013-11-08";"ukraine";"B-";"fitch";"highly speculative";"negative"
"2013-11-01";"ukraine";"B-";"standardPoors";"highly speculative";"negative"
"2013-09-20";"ukraine";"CCC+";"moodys";"substantial risks";"negative watch"
"2013-06-28";"ukraine";"B";"fitch";"highly speculative";"negative"
"2012-12-07";"ukraine";"B";"standardPoors";"highly speculative";"negative"
"2012-12-05";"ukraine";"B-";"moodys";"highly speculative";"negative"
"2012-03-15";"ukraine";"B+";"standardPoors";"highly speculative";"negative"
"2011-12-15";"ukraine";"B";"moodys";"highly speculative";"negative"
"2011-10-19";"ukraine";"B";"fitch";"highly speculative";"stable"
"2011-07-21";"ukraine";"B";"fitch";"highly speculative";"positive"
"2010-10-11";"ukraine";"B";"moodys";"highly speculative";"stable"
"2010-07-29";"ukraine";"B+";"standardPoors";"highly speculative";"stable"
"2010-07-22";"ukraine";"B";"standardPoors";"highly speculative";"positive watch"
"2010-07-06";"ukraine";"B";"fitch";"highly speculative";"stable"
"2010-05-17";"ukraine";"B";"standardPoors";"highly speculative";"stable"
"2010-03-17";"ukraine";"B-";"fitch";"highly speculative";"stable"
"2010-03-11";"ukraine";"B-";"standardPoors";"highly speculative";"positive"
"2009-11-12";"ukraine";"B-";"fitch";"highly speculative";"negative"
"2009-10-30";"ukraine";"CCC+";"standardPoors";"substantial risks";"stable"
"2009-07-31";"ukraine";"CCC+";"standardPoors";"substantial risks";"positive"
"2009-05-12";"ukraine";"B";"moodys";"highly speculative";"negative"
"2009-02-25";"ukraine";"CCC+";"standardPoors";"substantial risks";"negative"
"2009-02-24";"ukraine";"B+";"moodys";"highly speculative";"negative watch"
"2009-02-15";"ukraine";"B";"standardPoors";"highly speculative";"negative watch"
"2009-02-13";"ukraine";"B";"fitch";"highly speculative";"negative"
"2008-10-24";"ukraine";"B";"standardPoors";"highly speculative";"negative"
"2008-10-20";"ukraine";"B+";"moodys";"highly speculative";"stable"
"2008-10-17";"ukraine";"B+";"fitch";"highly speculative";"negative"
"2008-10-15";"ukraine";"B+";"standardPoors";"highly speculative";"negative watch"
"2008-09-25";"ukraine";"BB-";"fitch";"non-investment grade speculative";"negative"
"2008-08-08";"ukraine";"B+";"moodys";"highly speculative";"positive"
"2008-06-12";"ukraine";"B+";"standardPoors";"highly speculative";"stable"
"2008-05-14";"ukraine";"BB-";"fitch";"non-investment grade speculative";"stable"
"2008-03-28";"ukraine";"B+";"moodys";"highly speculative";"positive watch"
"2007-04-05";"ukraine";"BB-";"standardPoors";"non-investment grade speculative";"negative"
"2006-11-10";"ukraine";"B+";"moodys";"highly speculative";"positive"
"2006-10-25";"ukraine";"BB-";"fitch";"non-investment grade speculative";"positive"
"2006-10-25";"ukraine";"BB-";"fitch";"non-investment grade speculative";"positive"
"2006-01-12";"ukraine";"BB-";"fitch";"non-investment grade speculative";"stable"
"2005-06-08";"ukraine";"BB-";"fitch";"non-investment grade speculative";"positive"
"2005-05-11";"ukraine";"BB-";"standardPoors";"non-investment grade speculative";"stable"
"2005-02-17";"ukraine";"B+";"moodys";"highly speculative";"stable"
"2005-01-21";"ukraine";"BB-";"fitch";"non-investment grade speculative";"stable"
"2004-09-08";"ukraine";"B+";"moodys";"highly speculative";"positive"
"2004-07-20";"ukraine";"B+";"standardPoors";"highly speculative";"stable"
"2003-11-10";"ukraine";"B+";"moodys";"highly speculative";"stable"
"2003-10-28";"ukraine";"B";"standardPoors";"highly speculative";"positive"
"2003-07-28";"ukraine";"B";"moodys";"highly speculative";"positive watch"
"2003-06-25";"ukraine";"B+";"fitch";"highly speculative";"stable"
"2003-05-20";"ukraine";"B";"standardPoors";"highly speculative";"stable"
"2002-11-12";"ukraine";"B";"standardPoors";"highly speculative";"negative"
"2002-03-26";"ukraine";"B";"fitch";"highly speculative";"stable"
"2002-01-24";"ukraine";"B";"moodys";"highly speculative";"stable"
"2001-12-21";"ukraine";"B";"standardPoors";"highly speculative";"stable"
"2001-11-20";"ukraine";"CCC+";"moodys";"substantial risks";"positive"
"2001-06-13";"ukraine";"B-";"fitch";"highly speculative";"stable"
"2000-04-19";"ukraine";"CCC+";"moodys";"substantial risks";"negative"
"2000-01-05";"ukraine";"CCC+";"moodys";"substantial risks";"negative watch"
"1998-09-09";"ukraine";"B-";"moodys";"highly speculative";"negative"
"1998-07-13";"ukraine";"B";"moodys";"highly speculative";"negative"
"1998-02-06";"ukraine";"B";"moodys";"highly speculative";"stable"
"2020-11-11";"united-arab-emirates";"AA-";"fitch";"high grade";"stable"
"2017-05-25";"united-arab-emirates";"AA";"moodys";"high grade";"stable"
"2016-05-14";"united-arab-emirates";"AA";"moodys";"high grade";"negative"
"2016-03-04";"united-arab-emirates";"AA";"moodys";"high grade";"negative watch"
"2007-07-10";"united-arab-emirates";"AA";"moodys";"high grade";"stable"
"2007-07-02";"united-arab-emirates";"AA";"standardPoors";"high grade";"stable"
"2006-10-04";"united-arab-emirates";"AA-";"moodys";"high grade";"stable"
"2006-09-07";"united-arab-emirates";"A+";"moodys";"upper medium grade";"positive watch"
"2004-12-21";"united-arab-emirates";"A+";"moodys";"upper medium grade";"stable"
"1997-12-11";"united-arab-emirates";"A";"moodys";"upper medium grade";"stable"
"1997-08-28";"united-arab-emirates";"BBB+";"moodys";"lower medium grade";"positive watch"
"1996-01-29";"united-arab-emirates";"BBB+";"moodys";"lower medium grade";"stable"
"2021-06-18";"united-kingdom";"AA-";"fitch";"high grade";"stable"
"2020-11-13";"united-kingdom";"AA+";"dbrs";"high grade";"stable"
"2020-10-16";"united-kingdom";"AA-";"moodys";"high grade";"stable"
"2020-05-15";"united-kingdom";"AAA";"dbrs";"prime";"negative"
"2020-03-27";"united-kingdom";"AA-";"fitch";"high grade";"negative"
"2019-12-17";"united-kingdom";"AA";"fitch";"high grade";"negative"
"2019-12-17";"united-kingdom";"AA";"standardPoors";"high grade";"stable"
"2019-11-08";"united-kingdom";"AA";"moodys";"high grade";"negative"
"2019-02-20";"united-kingdom";"AA";"fitch";"high grade";"negative watch"
"2017-09-22";"united-kingdom";"AA";"moodys";"high grade";"stable"
"2016-06-28";"united-kingdom";"AA";"fitch";"high grade";"negative"
"2016-06-27";"united-kingdom";"AA";"standardPoors";"high grade";"negative"
"2016-06-24";"united-kingdom";"AA+";"moodys";"high grade";"negative"
"2015-06-12";"united-kingdom";"AAA";"standardPoors";"prime";"negative"
"2014-06-13";"united-kingdom";"AAA";"standardPoors";"prime";"stable"
"2013-04-19";"united-kingdom";"AA+";"fitch";"high grade";"stable"
"2013-02-22";"united-kingdom";"AA+";"moodys";"high grade";"stable"
"2012-12-13";"united-kingdom";"AAA";"standardPoors";"prime";"negative"
"2012-03-14";"united-kingdom";"AAA";"fitch";"prime";"negative"
"2012-02-13";"united-kingdom";"AAA";"moodys";"prime";"negative"
"2010-10-26";"united-kingdom";"AAA";"standardPoors";"prime";"stable"
"2010-07-19";"united-kingdom";"AAA";"dbrs";"prime";"stable"
"2009-05-21";"united-kingdom";"AAA";"standardPoors";"prime";"negative"
"2000-09-21";"united-kingdom";"AAA";"fitch";"prime";"stable"
"2000-09-21";"united-kingdom";"AAA";"fitch";"prime";"stable"
"1994-08-10";"united-kingdom";"AAA";"fitch";"prime";NA
"1989-06-26";"united-kingdom";"AAA";"standardPoors";"prime";"stable"
"1978-04-28";"united-kingdom";"AAA";"standardPoors";"prime";NA
"1978-03-31";"united-kingdom";"AAA";"moodys";"prime";"stable"
"2020-07-31";"united-states";"AAA";"fitch";"prime";"negative"
"2014-04-22";"united-states";"AAA";"dbrs";"prime";"stable"
"2014-03-21";"united-states";"AAA";"fitch";"prime";"stable"
"2013-10-15";"united-states";"AAA";"fitch";"prime";"negative watch"
"2013-10-09";"united-states";"AAA";"dbrs";"prime";"under review"
"2013-07-18";"united-states";"AAA";"moodys";"prime";"stable"
"2013-06-10";"united-states";"AA+";"standardPoors";"high grade";"stable"
"2011-11-28";"united-states";"AAA";"fitch";"prime";"negative"
"2011-09-08";"united-states";"AAA";"dbrs";"prime";"stable"
"2011-08-05";"united-states";"AA+";"standardPoors";"high grade";"negative"
"2011-08-02";"united-states";"AAA";"moodys";"prime";"negative"
"2011-07-14";"united-states";"AAA";"standardPoors";"prime";"negative watch"
"2011-07-13";"united-states";"AAA";"moodys";"prime";"negative watch"
"2011-04-18";"united-states";"AAA";"standardPoors";"prime";"negative"
"2000-09-21";"united-states";"AAA";"fitch";"prime";"stable"
"1996-04-01";"united-states";"AAA";"fitch";"prime";NA
"1995-11-13";"united-states";"AAA";"fitch";"prime";"negative watch"
"1994-08-10";"united-states";"AAA";"fitch";"prime";NA
"1949-02-05";"united-states";"AAA";"moodys";"prime";"stable"
"2021-12-15";"uruguay";"BBB-";"fitch";"lower medium grade";"stable"
"2021-11-24";"uruguay";"BBB-";"dbrs";"lower medium grade";"positive"
"2018-10-05";"uruguay";"BBB-";"fitch";"lower medium grade";"negative"
"2017-07-13";"uruguay";"BBB";"moodys";"lower medium grade";"stable"
"2017-05-30";"uruguay";"BBB";"standardPoors";"lower medium grade";"stable"
"2016-06-22";"uruguay";"BBB";"moodys";"lower medium grade";"negative"
"2016-06-06";"uruguay";"BBB";"standardPoors";"lower medium grade";"negative"
"2015-06-05";"uruguay";"BBB";"standardPoors";"lower medium grade";"stable"
"2014-05-29";"uruguay";"BBB";"moodys";"lower medium grade";"stable"
"2013-05-03";"uruguay";"BBB-";"dbrs";"lower medium grade";"stable"
"2013-03-07";"uruguay";"BBB-";"fitch";"lower medium grade";"stable"
"2012-07-31";"uruguay";"BBB-";"moodys";"lower medium grade";"positive"
"2012-04-24";"uruguay";"BB+";"fitch";"non-investment grade speculative";"positive"
"2012-04-04";"uruguay";"BB+";"dbrs";"non-investment grade speculative";"positive"
"2012-04-03";"uruguay";"BBB-";"standardPoors";"lower medium grade";"stable"
"2012-01-26";"uruguay";"BB+";"moodys";"non-investment grade speculative";"positive"
"2011-07-25";"uruguay";"BB+";"standardPoors";"non-investment grade speculative";"stable"
"2011-07-14";"uruguay";"BB+";"fitch";"non-investment grade speculative";"stable"
"2011-02-15";"uruguay";"BB";"dbrs";"non-investment grade speculative";"positive"
"2010-12-08";"uruguay";"BB+";"moodys";"non-investment grade speculative";"stable"
"2010-07-27";"uruguay";"BB";"fitch";"non-investment grade speculative";"positive"
"2010-07-15";"uruguay";"BB-";"moodys";"non-investment grade speculative";"positive watch"
"2010-04-08";"uruguay";"BB";"dbrs";"non-investment grade speculative";"stable"
"2009-09-21";"uruguay";"BB-";"dbrs";"non-investment grade speculative";"positive"
