"country";"Agency";"Rating";"Outlook";"Date"
"kazakhstan";"Fitch";"BBB-";"Negative";"Nov 09 2008"
"kazakhstan";"S&P";"BBB-";"Negative";"Apr 29 2008"
"kazakhstan";"Fitch";"BBB";"Negative";"Dec 17 2007"
"kazakhstan";"S&P";"BBB-";"Stable";"Oct 08 2007"
"kazakhstan";"Fitch";"BBB";"Stable";"Oct 08 2007"
"kazakhstan";"Fitch";"BBB";"Positive";"Dec 21 2006"
"kazakhstan";"S&P";"BBB";"Stable";"Nov 02 2006"
"kazakhstan";"S&P";"BBB-";"Positive";"Jun 13 2006"
"kazakhstan";"Moody's";"Baa2";"Stable";"Jun 10 2006"
"kazakhstan";"Moody's";"Baa3";"Positive Watch";"May 03 2006"
"kazakhstan";"Fitch";"BBB";"Stable";"Dec 20 2005"
"kazakhstan";"Fitch";"BBB-";"Stable";"Oct 27 2004"
"kazakhstan";"Moody's";"Baa3";"Positive";"Jul 13 2004"
"kazakhstan";"S&P";"BBB-";"Stable";"May 20 2004"
"kazakhstan";"Fitch";"BB+";"Positive";"Nov 19 2003"
"kazakhstan";"S&P";"BB+";"Stable";"May 28 2003"
"kazakhstan";"Fitch";"BB+";"Stable";"Oct 11 2002"
"kazakhstan";"Moody's";"Baa3";"Stable";"Sep 19 2002"
"kazakhstan";"S&P";"BB";"Positive";"Jun 25 2002"
"kazakhstan";"Fitch";"BB";"Stable";"Jul 12 2001"
"kazakhstan";"Moody's";"B1";"Positive";"Jun 18 2001"
"kazakhstan";"S&P";"BB";"Stable";"May 18 2001"
"kazakhstan";"Moody's";"B1";"Positive Watch";"Mar 07 2001"
"kazakhstan";"Fitch";"BB-";"Stable";"Sep 21 2000"
"kazakhstan";"S&P";"BB-";"Stable";"Jul 28 2000"
"kazakhstan";"Moody's";"B1";"Positive";"May 04 2000"
"kazakhstan";"S&P";"B+";"Stable";"Dec 22 1999"
"kazakhstan";"Moody's";"B1";"Stable";"Feb 18 1999"
"kazakhstan";"Fitch";"BB-";"N/A";"Feb 15 1999"
"kazakhstan";"Moody's";"Ba3";"Negative Watch";"Oct 01 1998"
"kazakhstan";"S&P";"B+";"Negative";"Sep 16 1998"
"kazakhstan";"Fitch";"BB";"N/A";"Jan 27 1998"
"kazakhstan";"Moody's";"Ba3";"Stable";"Nov 11 1996"
"kazakhstan";"Fitch";"BB-";"N/A";"Nov 05 1996"
"kazakhstan";"S&P";"BB-";"Stable";"Nov 05 1996"
"kenya";"S&P";"B";"Stable";"Mar 05 2021"
"kenya";"S&P";"B+";"Negative";"Jul 14 2020"
"kenya";"Fitch";"B+";"Negative";"Jun 19 2020"
"kenya";"Moody's";"B2";"Negative";"May 07 2020"
"kenya";"Moody's";"B2";"Stable";"Feb 13 2018"
"kenya";"Fitch";"B+";"Stable";"Feb 09 2018"
"kenya";"Moody's";"B1";"Under Review";"Oct 02 2017"
"kenya";"S&P";"B+";"Stable";"Oct 14 2016"
"kenya";"S&P";"B+";"Negative";"Oct 16 2015"
"kenya";"Fitch";"B+";"Negative";"Jul 17 2015"
"kenya";"Moody's";"B1";"Stable";"Nov 08 2012"
"kenya";"S&P";"B+";"Stable";"Nov 19 2010"
"kenya";"Fitch";"B+";"Stable";"Jan 16 2009"
"kenya";"S&P";"B";"Positive";"Aug 04 2008"
"kenya";"S&P";"B";"Stable";"Mar 10 2008"
"kenya";"S&P";"B";"Negative";"Feb 04 2008"
"kenya";"Fitch";"B+";"Negative";"Jan 30 2008"
"kenya";"Fitch";"B+";"Stable";"Dec 12 2007"
"kenya";"S&P";"B+";"Stable";"Sep 08 2006"
"kuwait";"Fitch";"AA-";"Stable";"Jan 27 2022"
"kuwait";"S&P";"A+";"Negative";"Jul 16 2021"
"kuwait";"Fitch";"AA";"Negative";"Feb 02 2021"
"kuwait";"Moody's";"A1";"Stable";"Sep 22 2020"
"kuwait";"S&P";"AA-";"Negative";"Jul 17 2020"
"kuwait";"Moody's";"Aa2";"Under Review";"Mar 30 2020"
"kuwait";"S&P";"AA-";"Stable";"Mar 26 2020"
"kuwait";"Moody's";"Aa2";"Stable";"May 26 2017"
"kuwait";"Moody's";"Aa2";"Negative";"May 14 2016"
"kuwait";"Moody's";"Aa2";"Negative Watch";"Mar 04 2016"
"kuwait";"Fitch";"AA";"Stable";"Nov 21 2011"
"kuwait";"S&P";"AA";"Stable";"Jul 20 2011"
"kuwait";"Moody's";"Aa2";"Stable";"Aug 05 2010"
"kuwait";"Moody's";"Aa2";"Negative";"Jun 09 2009"
"kuwait";"Moody's";"Aa2";"Negative Watch";"Mar 19 2009"
"kuwait";"Fitch";"AA";"Stable";"Sep 04 2008"
"kuwait";"Moody's";"Aa2";"Stable";"Jul 25 2007"
"kuwait";"S&P";"AA-";"Stable";"Jul 16 2007"
"kuwait";"Moody's";"Aa3";"Stable";"Oct 04 2006"
"kuwait";"Moody's";"A2";"Positive Watch";"Sep 07 2006"
"kuwait";"Moody's";"A2";"Positive";"Feb 15 2006"
"kuwait";"Fitch";"AA-";"Stable";"Jun 10 2002"
"kuwait";"Moody's";"A2";"Stable";"May 15 2002"
"kuwait";"S&P";"A+";"Stable";"Apr 04 2002"
"kuwait";"Fitch";"A+";"Positive";"Jun 12 2001"
"kuwait";"Fitch";"A";"Positive";"Sep 21 2000"
"kuwait";"Moody's";"Baa1";"Positive";"Nov 15 1999"
"kuwait";"S&P";"A";"Stable";"Oct 23 1997"
"kuwait";"Moody's";"Baa1";"Stable";"Jan 29 1996"
"kyrgyzstan";"Moody's";"B3";"Under Review";"Mar 24 2022"
"kyrgyzstan";"Moody's";"B3";"Stable";"Jan 25 2022"
"kyrgyzstan";"Moody's";"B2";"Negative";"Nov 26 2020"
"kyrgyzstan";"S&P";"NR";"N/A";"Sep 23 2016"
"kyrgyzstan";"S&P";"B";"Stable";"Dec 10 2015"
"kyrgyzstan";"Moody's";"B2";"Stable";"Dec 09 2015"
"laos";"Fitch";"CCC";"N/A";"Sep 23 2020"
"laos";"Moody's";"Caa2";"Negative";"Aug 14 2020"
"laos";"Moody's";"B3";"Under Review";"Jun 19 2020"
"laos";"Fitch";"B-";"Negative";"May 15 2020"
"laos";"Fitch";"B-";"Stable";"Feb 12 2020"
"laos";"Moody's";"B3";"Positive";"Jan 08 2020"
"latvia";"DBRS";"A";"Stable";"Nov 19 2021"
"latvia";"DBRS";"A (low)";"Positive";"May 21 2021"
"latvia";"Fitch";"A-";"Stable";"Oct 09 2020"
"latvia";"DBRS";"A (low)";"Stable";"May 22 2020"
"latvia";"Fitch";"A-";"Negative";"Apr 10 2020"
"latvia";"S&P";"A+";"Stable";"Feb 21 2020"
"latvia";"DBRS";"A (low)";"Positive";"May 24 2019"
"latvia";"S&P";"A";"Stable";"Sep 21 2018"
"latvia";"S&P";"A-";"Positive";"Sep 22 2017"
"latvia";"DBRS";"A (low)";"Stable";"Jun 30 2017"
"latvia";"Moody's";"A3";"Stable";"Feb 13 2015"
"latvia";"Fitch";"A-";"Stable";"Jun 20 2014"
"latvia";"S&P";"A-";"Stable";"May 30 2014"
"latvia";"S&P";"BBB+";"Positive";"Dec 13 2013"
"latvia";"Fitch";"BBB+";"Stable";"Jul 09 2013"
"latvia";"Moody's";"Baa1";"Stable";"Jun 13 2013"
"latvia";"S&P";"BBB+";"Stable";"Jun 10 2013"
"latvia";"Moody's";"Baa2";"Positive";"Mar 15 2013"
"latvia";"Fitch";"BBB";"Positive";"Nov 13 2012"
"latvia";"S&P";"BBB";"Positive";"Nov 09 2012"
"latvia";"S&P";"BBB-";"Stable";"May 02 2012"
"latvia";"Fitch";"BBB-";"Stable";"Dec 13 2011"
"latvia";"Moody's";"Baa3";"Positive";"Jun 06 2011"
"latvia";"Fitch";"BBB-";"Positive";"Mar 15 2011"
"latvia";"S&P";"BB+";"Positive";"Mar 09 2011"
"latvia";"S&P";"BB+";"Stable";"Dec 07 2010"
"latvia";"Fitch";"BB+";"Stable";"Sep 03 2010"
"latvia";"Moody's";"Baa3";"Stable";"Mar 31 2010"
"latvia";"S&P";"BB";"Stable";"Feb 12 2010"
"latvia";"S&P";"BB";"Negative";"Aug 10 2009"
"latvia";"Moody's";"Baa3";"Negative";"Apr 23 2009"
"latvia";"Fitch";"BB+";"Negative";"Apr 08 2009"
"latvia";"S&P";"BB+";"Negative";"Feb 24 2009"
"latvia";"Moody's";"Baa1";"Negative";"Jan 07 2009"
"latvia";"Fitch";"BBB-";"Negative";"Dec 23 2008"
"latvia";"Fitch";"BBB-";"Negative Watch";"Nov 12 2008"
"latvia";"Moody's";"A3";"Negative";"Nov 07 2008"
"latvia";"S&P";"BBB";"Negative";"Oct 27 2008"
"latvia";"Fitch";"BBB";"Negative";"Oct 03 2008"
"latvia";"Moody's";"A2";"Negative";"Sep 25 2008"
"latvia";"Fitch";"BBB+";"Negative";"Jan 31 2008"
"latvia";"Moody's";"A2";"Stable";"Sep 12 2007"
"latvia";"Fitch";"BBB+";"Stable";"Aug 17 2007"
"latvia";"S&P";"BBB+";"Negative";"May 17 2007"
"latvia";"Fitch";"A-";"Negative";"Apr 05 2007"
"latvia";"S&P";"A-";"Negative";"Feb 19 2007"
"latvia";"Moody's";"A2";"Positive";"Mar 09 2006"
"latvia";"Fitch";"A-";"Stable";"Aug 26 2005"
"latvia";"S&P";"A-";"Stable";"Jul 29 2004"
"latvia";"Fitch";"A-";"Positive";"Jul 07 2004"
"latvia";"Fitch";"BBB+";"Positive";"Nov 04 2003"
"latvia";"S&P";"BBB+";"Positive";"Jul 29 2003"
"latvia";"Fitch";"BBB+";"Stable";"Jul 21 2003"
"latvia";"Moody's";"A2";"Stable";"Nov 12 2002"
"latvia";"S&P";"BBB+";"Stable";"Aug 20 2002"
"latvia";"S&P";"BBB";"Positive";"Aug 09 2001"
"latvia";"Fitch";"BBB";"Positive";"Jul 17 2001"
"latvia";"Fitch";"BBB";"Stable";"Sep 21 2000"
"latvia";"Fitch";"BBB";"N/A";"Jun 29 1998"
"latvia";"Moody's";"Baa2";"Stable";"Dec 17 1997"
"latvia";"S&P";"BBB";"Stable";"Jan 16 1997"
"lebanon";"S&P";"D";"N/A";"Aug 21 2020"
"lebanon";"Moody's";"C";"N/A";"Jul 27 2020"
"lebanon";"Fitch";"RD";"N/A";"Mar 18 2020"
"lebanon";"S&P";"SD";"N/A";"Mar 11 2020"
"lebanon";"Fitch";"C";"N/A";"Mar 09 2020"
"lebanon";"S&P";"CC";"Negative";"Feb 21 2020"
"lebanon";"Moody's";"Ca";"Stable";"Feb 21 2020"
"lebanon";"Fitch";"CC";"N/A";"Dec 12 2019"
"lebanon";"S&P";"CCC";"Negative";"Nov 16 2019"
"lebanon";"Moody's";"Caa2";"Under Review";"Nov 05 2019"
"lebanon";"S&P";"B-";"Negative Watch";"Oct 24 2019"
"lebanon";"Moody's";"Caa1";"Under Review";"Oct 01 2019"
"lebanon";"Fitch";"CCC";"Negative";"Aug 23 2019"
"lebanon";"S&P";"B-";"Negative";"Mar 01 2019"
"lebanon";"Moody's";"Caa1";"Stable";"Jan 21 2019"
"lebanon";"Fitch";"B-";"Negative";"Dec 18 2018"
"lebanon";"Moody's";"B3";"Negative";"Dec 13 2018"
"lebanon";"Moody's";"B3";"Stable";"Aug 25 2017"
"lebanon";"S&P";"B-";"Stable";"Sep 02 2016"
"lebanon";"Fitch";"B-";"Stable";"Jul 14 2016"
"lebanon";"S&P";"B-";"Negative";"Sep 11 2015"
"lebanon";"Moody's";"B2";"Negative";"Dec 16 2014"
"lebanon";"S&P";"B-";"Stable";"Apr 11 2014"
"lebanon";"Fitch";"B";"Negative";"Dec 19 2013"
"lebanon";"S&P";"B-";"Negative";"Nov 01 2013"
"lebanon";"Moody's";"B1";"Negative";"May 14 2013"
"lebanon";"S&P";"B";"Negative";"May 28 2012"
"lebanon";"Fitch";"B";"Stable";"Nov 21 2011"
"lebanon";"S&P";"B";"Stable";"Jan 18 2011"
"lebanon";"Moody's";"B1";"Stable";"Apr 13 2010"
"lebanon";"Fitch";"B";"Stable";"Mar 31 2010"
"lebanon";"S&P";"B";"Positive";"Dec 22 2009"
"lebanon";"Moody's";"B2";"Positive";"Dec 18 2009"
"lebanon";"Moody's";"B2";"Stable";"Apr 01 2009"
"lebanon";"Moody's";"B3";"Positive";"Dec 11 2008"
"lebanon";"S&P";"B-";"Stable";"Aug 05 2008"
"lebanon";"Moody's";"B3";"Stable";"Mar 25 2008"
"lebanon";"S&P";"CCC+";"Stable";"Jan 31 2008"
"lebanon";"Moody's";"B3";"Negative";"Nov 21 2006"
"lebanon";"S&P";"B-";"Negative";"Sep 11 2006"
"lebanon";"Fitch";"B-";"Stable";"Jul 14 2006"
"lebanon";"Fitch";"B-";"Positive";"Nov 18 2005"
"lebanon";"Moody's";"B3";"Stable";"Mar 24 2005"
"lebanon";"S&P";"B-";"Stable";"Oct 10 2003"
"lebanon";"S&P";"B-";"Positive";"Apr 24 2003"
"lebanon";"S&P";"B-";"Stable";"Dec 18 2002"
"lebanon";"S&P";"B-";"Negative";"Apr 10 2002"
"lebanon";"S&P";"B";"Negative";"Sep 28 2001"
"lebanon";"Fitch";"B-";"Stable";"Sep 21 2001"
"lebanon";"Moody's";"B2";"Negative";"Jul 30 2001"
"lebanon";"S&P";"B+";"Negative";"May 25 2001"
"lebanon";"Fitch";"B+";"Stable";"Feb 02 2001"
"lebanon";"Fitch";"BB-";"Negative";"Sep 21 2000"
"lebanon";"S&P";"B+";"Stable";"Sep 18 2000"
"lebanon";"Fitch";"BB-";"N/A";"Jun 04 1998"
"lebanon";"Fitch";"BB";"Negative Watch";"Feb 11 1998"
"lebanon";"S&P";"BB-";"Negative";"Feb 05 1998"
"lebanon";"Fitch";"BB";"N/A";"Feb 26 1997"
"lebanon";"S&P";"BB-";"Stable";"Feb 26 1997"
"lebanon";"Moody's";"B1";"Stable";"Feb 26 1997"
"lesotho";"Fitch";"B";"Negative";"Aug 13 2020"
"lesotho";"Fitch";"B";"Stable";"Aug 19 2019"
"lesotho";"Fitch";"B+";"Negative";"Aug 24 2018"
"lesotho";"Fitch";"B+";"Stable";"Apr 22 2016"
"lesotho";"Fitch";"BB-";"Stable";"May 20 2013"
"lesotho";"Fitch";"BB-";"Negative";"Nov 21 2011"
"lesotho";"Fitch";"BB-";"Negative";"May 31 2011"
"lesotho";"Fitch";"BB-";"Stable";"Sep 18 2006"
"lesotho";"Fitch";"BB-";"Negative";"Nov 04 2005"
"lesotho";"Fitch";"BB-";"Stable";"Nov 30 2004"
"lesotho";"Fitch";"B+";"Positive";"Sep 26 2003"
"lesotho";"Fitch";"B+";"Stable";"Sep 02 2002"
"liechtenstein";"S&P";"AAA";"Stable";"Feb 26 2016"
"liechtenstein";"S&P";"AAA";"Stable";"Dec 02 1996"
"lithuania";"DBRS";"A (high)";"Stable";"Nov 19 2021"
"lithuania";"DBRS";"A";"Positive";"May 21 2021"
"lithuania";"Moody's";"A2";"Stable";"Feb 12 2021"
"lithuania";"DBRS";"A";"Stable";"May 22 2020"
"lithuania";"S&P";"A+";"Stable";"Feb 21 2020"
"lithuania";"Fitch";"A";"Stable";"Jan 31 2020"
"lithuania";"DBRS";"A";"Positive";"Jan 10 2020"
"lithuania";"Moody's";"A3";"Positive";"Aug 23 2019"
"lithuania";"DBRS";"A";"Stable";"Jul 12 2019"
"lithuania";"Fitch";"A-";"Positive";"Aug 10 2018"
"lithuania";"S&P";"A";"Stable";"Mar 02 2018"
"lithuania";"S&P";"A-";"Positive";"Sep 01 2017"
"lithuania";"DBRS";"A (low)";"Stable";"Jul 21 2017"
"lithuania";"Moody's";"A3";"Stable";"May 08 2015"
"lithuania";"Moody's";"Baa1";"Positive";"Sep 05 2014"
"lithuania";"Fitch";"A-";"Stable";"Jun 25 2014"
"lithuania";"S&P";"A-";"Stable";"Apr 11 2014"
"lithuania";"S&P";"BBB";"Positive";"Oct 25 2013"
"lithuania";"Fitch";"BBB+";"Stable";"Apr 05 2013"
"lithuania";"Fitch";"BBB";"Stable";"Dec 13 2011"
"lithuania";"Fitch";"BBB";"Positive";"May 04 2011"
"lithuania";"Moody's";"Baa1";"Stable";"Mar 31 2010"
"lithuania";"Fitch";"BBB";"Stable";"Mar 08 2010"
"lithuania";"S&P";"BBB";"Stable";"Feb 03 2010"
"lithuania";"Moody's";"Baa1";"Negative";"Sep 28 2009"
"lithuania";"S&P";"BBB";"Negative";"Aug 17 2009"
"lithuania";"Moody's";"A3";"Negative";"Apr 23 2009"
"lithuania";"Fitch";"BBB";"Negative";"Apr 08 2009"
"lithuania";"S&P";"BBB";"Negative";"Mar 24 2009"
"lithuania";"Moody's";"A2";"Negative Watch";"Feb 10 2009"
"lithuania";"Fitch";"BBB+";"Negative";"Dec 22 2008"
"lithuania";"Moody's";"A2";"Negative";"Nov 07 2008"
"lithuania";"S&P";"BBB+";"Negative";"Oct 27 2008"
"lithuania";"Fitch";"A-";"Negative";"Oct 03 2008"
"lithuania";"S&P";"A-";"Negative";"Jan 30 2008"
"lithuania";"Fitch";"A";"Negative";"Dec 07 2007"
"lithuania";"S&P";"A";"Negative";"May 23 2007"
"lithuania";"Fitch";"A";"Stable";"Oct 23 2006"
"lithuania";"Moody's";"A2";"Stable";"Sep 12 2006"
"lithuania";"S&P";"A";"Stable";"May 18 2006"
"lithuania";"Moody's";"A3";"Positive Watch";"Mar 09 2006"
"lithuania";"S&P";"A";"Positive";"Dec 05 2005"
"lithuania";"S&P";"A-";"Positive";"Feb 01 2005"
"lithuania";"Fitch";"A-";"Positive";"Jul 07 2004"
"lithuania";"S&P";"A-";"Stable";"Feb 05 2004"
"lithuania";"Fitch";"BBB+";"Positive";"Jan 28 2004"
"lithuania";"Moody's";"A3";"Positive";"Dec 11 2003"
"lithuania";"Fitch";"BBB";"Positive";"Nov 04 2003"
"lithuania";"Moody's";"Baa1";"Positive Watch";"Aug 19 2003"
"lithuania";"S&P";"BBB+";"Positive";"Jul 29 2003"
"lithuania";"Moody's";"Baa1";"Positive";"Mar 14 2003"
"lithuania";"S&P";"BBB+";"Stable";"Feb 17 2003"
"lithuania";"Fitch";"BBB";"Stable";"Dec 17 2002"
"lithuania";"Moody's";"Baa1";"Stable";"Nov 12 2002"
"lithuania";"Moody's";"Ba1";"Positive";"Apr 23 2002"
"lithuania";"S&P";"BBB";"Stable";"Apr 22 2002"
"lithuania";"Fitch";"BBB-";"Positive";"Feb 28 2002"
"lithuania";"Fitch";"BBB-";"Stable";"May 16 2001"
"lithuania";"Fitch";"BB+";"Stable";"Sep 21 2000"
"lithuania";"Moody's";"Ba1";"Stable";"Dec 16 1997"
"lithuania";"S&P";"BBB-";"Stable";"Jun 09 1997"
"lithuania";"Fitch";"BB+";"N/A";"Jan 28 1997"
"lithuania";"Moody's";"Ba2";"Stable";"Sep 04 1996"
"luxembourg";"DBRS";"AAA";"Stable";"Dec 16 2016"
"luxembourg";"Moody's";"Aaa";"Stable";"Feb 28 2014"
"luxembourg";"S&P";"AAA";"Stable";"Jan 14 2013"
"luxembourg";"Moody's";"Aaa";"Negative";"Jul 23 2012"
"luxembourg";"S&P";"AAA";"Negative";"Jan 13 2012"
"luxembourg";"S&P";"AAA";"Negative Watch";"Dec 05 2011"
"luxembourg";"Fitch";"AAA";"Stable";"Sep 21 2000"
"luxembourg";"Fitch";"AAA";"N/A";"Aug 10 1994"
"luxembourg";"S&P";"AAA";"Stable";"Apr 28 1994"
"luxembourg";"Moody's";"Aaa";"Stable";"Sep 20 1989"
"macau";"Fitch";"AA";"Stable";"Apr 15 2021"
"macau";"Fitch";"AA";"Negative";"Dec 16 2019"
"macau";"Fitch";"AA";"Stable";"Feb 13 2018"
"macau";"Moody's";"Aa3";"Stable";"May 24 2017"
"macau";"Moody's";"Aa3";"Negative";"May 25 2016"
"macau";"Moody's";"Aa2";"Negative Watch";"Mar 11 2016"
"macau";"Moody's";"Aa2";"Stable";"Mar 02 2014"
"macau";"Fitch";"AA-";"Stable";"May 22 2013"
"macau";"Moody's";"Aa3";"Stable";"Jul 26 2007"
"macau";"Moody's";"A1";"Positive Watch";"May 30 2007"
"macau";"Moody's";"A1";"Positive";"Jul 06 2006"
"macau";"Moody's";"A1";"Stable";"Oct 15 2003"
"macau";"Moody's";"A3";"Positive Watch";"Sep 21 2003"
"macau";"Moody's";"A3";"Positive";"Feb 09 2003"
"macau";"Moody's";"Baa1";"Stable";"Nov 03 1997"
"macedonia";"Fitch";"BB+";"Negative";"May 15 2020"
"macedonia";"Fitch";"BB+";"Stable";"Jun 14 2019"
"macedonia";"Fitch";"BB";"Positive";"Feb 02 2018"
"macedonia";"Fitch";"BB";"Negative";"Aug 19 2016"
"macedonia";"Fitch";"BB+";"Negative";"Aug 21 2015"
"macedonia";"S&P";"BB-";"Stable";"May 24 2013"
"macedonia";"Fitch";"BB+";"Stable";"Oct 27 2010"
"macedonia";"S&P";"BB";"Stable";"Sep 21 2009"
"macedonia";"Fitch";"BB+";"Negative";"May 21 2009"
"macedonia";"S&P";"BB";"Negative";"Apr 30 2009"
"macedonia";"S&P";"BB+";"Negative";"Dec 01 2008"
"macedonia";"Fitch";"BB+";"Stable";"Nov 04 2008"
"macedonia";"Fitch";"BB+";"Positive";"Aug 14 2007"
"macedonia";"Fitch";"BB+";"Stable";"Jun 13 2006"
"macedonia";"Fitch";"BB";"Positive";"Nov 01 2005"
"macedonia";"S&P";"BB+";"Stable";"Aug 23 2005"
"macedonia";"S&P";"BB";"Positive";"Jul 30 2004"
"madagascar";"S&P";"B-";"Positive";"Apr 11 2022"
"malaysia";"Fitch";"BBB+";"Stable";"Dec 04 2020"
"malaysia";"S&P";"A-";"Negative";"Jun 27 2020"
"malaysia";"Fitch";"A-";"Negative";"Apr 09 2020"
"malaysia";"Moody's";"A3";"Stable";"Jan 11 2016"
"malaysia";"Fitch";"A-";"Stable";"Jun 30 2015"
"malaysia";"Moody's";"A3";"Positive";"Nov 20 2013"
"malaysia";"Fitch";"A-";"Negative";"Jul 30 2013"
"malaysia";"Fitch";"A-";"Stable";"Nov 09 2008"
"malaysia";"S&P";"A-";"Stable";"May 15 2008"
"malaysia";"Fitch";"A-";"Positive";"Jan 22 2008"
"malaysia";"S&P";"A-";"Positive";"Jul 31 2007"
"malaysia";"Moody's";"A3";"Stable";"Dec 16 2004"
"malaysia";"Fitch";"A-";"Stable";"Nov 08 2004"
"malaysia";"Moody's";"Baa1";"Positive Watch";"Sep 29 2004"
"malaysia";"Fitch";"BBB+";"Positive";"Apr 06 2004"
"malaysia";"Moody's";"Baa1";"Positive";"Feb 05 2004"
"malaysia";"S&P";"A-";"Stable";"Oct 07 2003"
"malaysia";"Moody's";"Baa1";"Stable";"Sep 24 2002"
"malaysia";"S&P";"BBB+";"Stable";"Aug 19 2002"
"malaysia";"Fitch";"BBB+";"Stable";"Aug 07 2002"
"malaysia";"Moody's";"Baa2";"Positive Watch";"Jun 24 2002"
"malaysia";"Fitch";"BBB";"Positive";"Apr 09 2002"
"malaysia";"Moody's";"Baa2";"Positive";"Apr 02 2002"
"malaysia";"S&P";"BBB";"Positive";"Mar 04 2002"
"malaysia";"Fitch";"BBB";"Stable";"Sep 12 2001"
"malaysia";"S&P";"BBB";"Stable";"Apr 04 2001"
"malaysia";"Moody's";"Baa2";"Stable";"Oct 17 2000"
"malaysia";"Fitch";"BBB";"Positive";"Sep 21 2000"
"malaysia";"S&P";"BBB";"Positive";"Aug 31 2000"
"malaysia";"Moody's";"Baa3";"Positive Watch";"Jul 12 2000"
"malaysia";"Fitch";"BBB";"N/A";"Dec 07 1999"
"malaysia";"S&P";"BBB";"Stable";"Nov 10 1999"
"malaysia";"Moody's";"Baa3";"Positive";"Oct 07 1999"
"malaysia";"Fitch";"BBB-";"Negative Watch";"Sep 09 1999"
"malaysia";"Fitch";"BBB-";"N/A";"Apr 26 1999"
"malaysia";"Moody's";"Baa3";"Stable";"Apr 20 1999"
"malaysia";"S&P";"BBB-";"Stable";"Mar 31 1999"
"malaysia";"Moody's";"Baa3";"Negative";"Dec 03 1998"
"malaysia";"S&P";"BBB-";"Negative";"Sep 15 1998"
"malaysia";"Moody's";"Baa3";"Stable";"Sep 14 1998"
"malaysia";"Moody's";"Baa3";"Negative Watch";"Sep 14 1998"
"malaysia";"Fitch";"BB";"N/A";"Sep 09 1998"
"malaysia";"Fitch";"BBB-";"N/A";"Aug 13 1998"
"malaysia";"S&P";"BBB+";"Negative";"Jul 24 1998"
"malaysia";"Moody's";"Baa2";"Stable";"Jul 23 1998"
"malaysia";"Moody's";"A2";"Negative Watch";"Jun 04 1998"
"malaysia";"S&P";"A-";"Stable";"Apr 17 1998"
"malaysia";"Moody's";"A2";"Stable";"Dec 29 1997"
"malaysia";"S&P";"A";"Negative";"Dec 23 1997"
"malaysia";"S&P";"A+";"Negative";"Sep 23 1997"
"malaysia";"S&P";"A+";"Stable";"Aug 18 1997"
"malaysia";"S&P";"A+";"Positive";"Mar 28 1996"
"malaysia";"Moody's";"A1";"Stable";"Mar 15 1995"
"malaysia";"Moody's";"A2";"Positive Watch";"Jan 20 1995"
"malaysia";"S&P";"A+";"Stable";"Dec 29 1994"
"malaysia";"Moody's";"A2";"Stable";"Mar 11 1993"
"malaysia";"S&P";"A";"Positive";"Jan 18 1993"
"malaysia";"S&P";"A";"Stable";"Jul 08 1991"
"malaysia";"S&P";"A-";"Positive";"Jul 24 1990"
"malaysia";"Moody's";"A3";"Stable";"Mar 12 1990"
"malaysia";"S&P";"A-";"Stable";"Jun 26 1989"
"malaysia";"S&P";"A-";"N/A";"Mar 08 1989"
"malaysia";"Moody's";"Baa1";"Stable";"Jan 18 1986"
"maldives";"Fitch";"B-";"Stable";"Oct 28 2021"
"maldives";"Moody's";"Caa1";"Stable";"Aug 17 2021"
"maldives";"Fitch";"CCC";"N/A";"Nov 05 2020"
"maldives";"Moody's";"B3";"Negative";"May 21 2020"
"maldives";"Fitch";"B";"Negative";"Mar 30 2020"
"maldives";"Moody's";"B2";"Negative";"Jul 25 2018"
"maldives";"Fitch";"B+";"Stable";"May 15 2017"
"maldives";"Moody's";"B2";"Stable";"Sep 02 2016"
"mali";"Moody's";"Caa2";"Under Review";"Feb 04 2022"
"mali";"Moody's";"Caa1";"Stable";"Mar 22 2021"
"mali";"Moody's";"Caa1";"Negative";"Sep 08 2020"
"mali";"Moody's";"B3";"Stable";"Feb 26 2019"
"malta";"Moody's";"A2";"Negative";"Aug 06 2021"
"malta";"Fitch";"A+";"Stable";"Apr 17 2020"
"malta";"S&P";"A-";"Stable";"Mar 13 2020"
"malta";"Moody's";"A2";"Stable";"Jul 19 2019"
"malta";"Fitch";"A+";"Positive";"Jul 12 2019"
"malta";"DBRS";"A (high)";"Stable";"Feb 23 2018"
"malta";"Moody's";"A3";"Positive";"Feb 23 2018"
"malta";"S&P";"A-";"Positive";"Sep 29 2017"
"malta";"DBRS";"A";"Positive";"Aug 25 2017"
"malta";"Fitch";"A+";"Stable";"Aug 11 2017"
"malta";"S&P";"A-";"Stable";"Oct 14 2016"
"malta";"Fitch";"A";"Positive";"Aug 19 2016"
"malta";"S&P";"BBB+";"Positive";"Jul 10 2015"
"malta";"DBRS";"A";"Stable";"Apr 03 2015"
"malta";"Moody's";"A3";"Stable";"Oct 04 2013"
"malta";"Fitch";"A";"Stable";"Sep 20 2013"
"malta";"S&P";"BBB+";"Stable";"Jan 16 2013"
"malta";"Moody's";"A3";"Negative";"Feb 13 2012"
"malta";"S&P";"A-";"Negative";"Jan 13 2012"
"malta";"S&P";"A";"Negative Watch";"Dec 05 2011"
"malta";"Moody's";"A2";"Negative";"Sep 06 2011"
"malta";"Moody's";"A1";"Stable";"Jan 03 2008"
"malta";"Fitch";"A+";"Stable";"Jul 12 2007"
